"gutenberg_id" "text"
"4234" 105 ""
"4235" 105 "\"So do I, Anne,\" said Charles.  \"I am sure Lady Russell would like him."
"4236" 105 "He is just Lady Russell's sort.  Give him a book, and he will read all"
"4237" 105 "day long.\""
"4238" 105 ""
"4239" 105 "\"Yes, that he will!\" exclaimed Mary, tauntingly.  \"He will sit poring"
"4240" 105 "over his book, and not know when a person speaks to him, or when one"
"4241" 105 "drops one's scissors, or anything that happens.  Do you think Lady"
"4242" 105 "Russell would like that?\""
"4243" 105 ""
"4244" 105 "Lady Russell could not help laughing.  \"Upon my word,\" said she, \"I"
"4245" 105 "should not have supposed that my opinion of any one could have admitted"
"4246" 105 "of such difference of conjecture, steady and matter of fact as I may"
"4247" 105 "call myself.  I have really a curiosity to see the person who can give"
"4248" 105 "occasion to such directly opposite notions.  I wish he may be induced"
"4249" 105 "to call here.  And when he does, Mary, you may depend upon hearing my"
"4250" 105 "opinion; but I am determined not to judge him beforehand.\""
"4251" 105 ""
"4252" 105 "\"You will not like him, I will answer for it.\""
"4253" 105 ""
"4254" 105 "Lady Russell began talking of something else.  Mary spoke with"
"4255" 105 "animation of their meeting with, or rather missing, Mr Elliot so"
"4256" 105 "extraordinarily."
"4257" 105 ""
"4258" 105 "\"He is a man,\" said Lady Russell, \"whom I have no wish to see.  His"
"4259" 105 "declining to be on cordial terms with the head of his family, has left"
"4260" 105 "a very strong impression in his disfavour with me.\""
"4261" 105 ""
"4262" 105 "This decision checked Mary's eagerness, and stopped her short in the"
"4263" 105 "midst of the Elliot countenance."
"4264" 105 ""
"4265" 105 "With regard to Captain Wentworth, though Anne hazarded no enquiries,"
"4266" 105 "there was voluntary communication sufficient.  His spirits had been"
"4267" 105 "greatly recovering lately as might be expected.  As Louisa improved, he"
"4268" 105 "had improved, and he was now quite a different creature from what he"
"4269" 105 "had been the first week.  He had not seen Louisa; and was so extremely"
"4270" 105 "fearful of any ill consequence to her from an interview, that he did"
"4271" 105 "not press for it at all; and, on the contrary, seemed to have a plan of"
"4272" 105 "going away for a week or ten days, till her head was stronger.  He had"
"4273" 105 "talked of going down to Plymouth for a week, and wanted to persuade"
"4274" 105 "Captain Benwick to go with him; but, as Charles maintained to the last,"
"4275" 105 "Captain Benwick seemed much more disposed to ride over to Kellynch."
"4276" 105 ""
"4277" 105 "There can be no doubt that Lady Russell and Anne were both occasionally"
"4278" 105 "thinking of Captain Benwick, from this time.  Lady Russell could not"
"4279" 105 "hear the door-bell without feeling that it might be his herald; nor"
"4280" 105 "could Anne return from any stroll of solitary indulgence in her"
"4281" 105 "father's grounds, or any visit of charity in the village, without"
"4282" 105 "wondering whether she might see him or hear of him.  Captain Benwick"
"4283" 105 "came not, however.  He was either less disposed for it than Charles had"
"4284" 105 "imagined, or he was too shy; and after giving him a week's indulgence,"
"4285" 105 "Lady Russell determined him to be unworthy of the interest which he had"
"4286" 105 "been beginning to excite."
"4287" 105 ""
"4288" 105 "The Musgroves came back to receive their happy boys and girls from"
"4289" 105 "school, bringing with them Mrs Harville's little children, to improve"
"4290" 105 "the noise of Uppercross, and lessen that of Lyme.  Henrietta remained"
"4291" 105 "with Louisa; but all the rest of the family were again in their usual"
"4292" 105 "quarters."
"4293" 105 ""
"4294" 105 "Lady Russell and Anne paid their compliments to them once, when Anne"
"4295" 105 "could not but feel that Uppercross was already quite alive again."
"4296" 105 "Though neither Henrietta, nor Louisa, nor Charles Hayter, nor Captain"
"4297" 105 "Wentworth were there, the room presented as strong a contrast as could"
"4298" 105 "be wished to the last state she had seen it in."
"4299" 105 ""
"4300" 105 "Immediately surrounding Mrs Musgrove were the little Harvilles, whom"
"4301" 105 "she was sedulously guarding from the tyranny of the two children from"
"4302" 105 "the Cottage, expressly arrived to amuse them.  On one side was a table"
"4303" 105 "occupied by some chattering girls, cutting up silk and gold paper; and"
"4304" 105 "on the other were tressels and trays, bending under the weight of brawn"
"4305" 105 "and cold pies, where riotous boys were holding high revel; the whole"
"4306" 105 "completed by a roaring Christmas fire, which seemed determined to be"
"4307" 105 "heard, in spite of all the noise of the others.  Charles and Mary also"
"4308" 105 "came in, of course, during their visit, and Mr Musgrove made a point of"
"4309" 105 "paying his respects to Lady Russell, and sat down close to her for ten"
"4310" 105 "minutes, talking with a very raised voice, but from the clamour of the"
"4311" 105 "children on his knees, generally in vain.  It was a fine family-piece."
"4312" 105 ""
"4313" 105 "Anne, judging from her own temperament, would have deemed such a"
"4314" 105 "domestic hurricane a bad restorative of the nerves, which Louisa's"
"4315" 105 "illness must have so greatly shaken.  But Mrs Musgrove, who got Anne"
"4316" 105 "near her on purpose to thank her most cordially, again and again, for"
"4317" 105 "all her attentions to them, concluded a short recapitulation of what"
"4318" 105 "she had suffered herself by observing, with a happy glance round the"
"4319" 105 "room, that after all she had gone through, nothing was so likely to do"
"4320" 105 "her good as a little quiet cheerfulness at home."
"4321" 105 ""
"4322" 105 "Louisa was now recovering apace.  Her mother could even think of her"
"4323" 105 "being able to join their party at home, before her brothers and sisters"
"4324" 105 "went to school again.  The Harvilles had promised to come with her and"
"4325" 105 "stay at Uppercross, whenever she returned.  Captain Wentworth was gone,"
"4326" 105 "for the present, to see his brother in Shropshire."
"4327" 105 ""
"4328" 105 "\"I hope I shall remember, in future,\" said Lady Russell, as soon as"
"4329" 105 "they were reseated in the carriage, \"not to call at Uppercross in the"
"4330" 105 "Christmas holidays.\""
"4331" 105 ""
"4332" 105 "Everybody has their taste in noises as well as in other matters; and"
"4333" 105 "sounds are quite innoxious, or most distressing, by their sort rather"
"4334" 105 "than their quantity.  When Lady Russell not long afterwards, was"
"4335" 105 "entering Bath on a wet afternoon, and driving through the long course"
"4336" 105 "of streets from the Old Bridge to Camden Place, amidst the dash of"
"4337" 105 "other carriages, the heavy rumble of carts and drays, the bawling of"
"4338" 105 "newspapermen, muffin-men and milkmen, and the ceaseless clink of"
"4339" 105 "pattens, she made no complaint.  No, these were noises which belonged"
"4340" 105 "to the winter pleasures; her spirits rose under their influence; and"
"4341" 105 "like Mrs Musgrove, she was feeling, though not saying, that after being"
"4342" 105 "long in the country, nothing could be so good for her as a little quiet"
"4343" 105 "cheerfulness."
"4344" 105 ""
"4345" 105 "Anne did not share these feelings.  She persisted in a very determined,"
"4346" 105 "though very silent disinclination for Bath; caught the first dim view"
"4347" 105 "of the extensive buildings, smoking in rain, without any wish of seeing"
"4348" 105 "them better; felt their progress through the streets to be, however"
"4349" 105 "disagreeable, yet too rapid; for who would be glad to see her when she"
"4350" 105 "arrived?  And looked back, with fond regret, to the bustles of"
"4351" 105 "Uppercross and the seclusion of Kellynch."
"4352" 105 ""
"4353" 105 "Elizabeth's last letter had communicated a piece of news of some"
"4354" 105 "interest.  Mr Elliot was in Bath.  He had called in Camden Place; had"
"4355" 105 "called a second time, a third; had been pointedly attentive.  If"
"4356" 105 "Elizabeth and her father did not deceive themselves, had been taking"
"4357" 105 "much pains to seek the acquaintance, and proclaim the value of the"
"4358" 105 "connection, as he had formerly taken pains to shew neglect.  This was"
"4359" 105 "very wonderful if it were true; and Lady Russell was in a state of very"
"4360" 105 "agreeable curiosity and perplexity about Mr Elliot, already recanting"
"4361" 105 "the sentiment she had so lately expressed to Mary, of his being \"a man"
"4362" 105 "whom she had no wish to see.\"  She had a great wish to see him.  If he"
"4363" 105 "really sought to reconcile himself like a dutiful branch, he must be"
"4364" 105 "forgiven for having dismembered himself from the paternal tree."
"4365" 105 ""
"4366" 105 "Anne was not animated to an equal pitch by the circumstance, but she"
"4367" 105 "felt that she would rather see Mr Elliot again than not, which was more"
"4368" 105 "than she could say for many other persons in Bath."
"4369" 105 ""
"4370" 105 "She was put down in Camden Place; and Lady Russell then drove to her"
"4371" 105 "own lodgings, in Rivers Street."
"4372" 105 ""
"4373" 105 ""
"4374" 105 ""
"4375" 105 "<Chapter 15>"
"4376" 105 ""
"4377" 105 ""
"4378" 105 "Sir Walter had taken a very good house in Camden Place, a lofty"
"4379" 105 "dignified situation, such as becomes a man of consequence; and both he"
"4380" 105 "and Elizabeth were settled there, much to their satisfaction."
"4381" 105 ""
"4382" 105 "Anne entered it with a sinking heart, anticipating an imprisonment of"
"4383" 105 "many months, and anxiously saying to herself, \"Oh! when shall I leave"
"4384" 105 "you again?\"  A degree of unexpected cordiality, however, in the welcome"
"4385" 105 "she received, did her good.  Her father and sister were glad to see"
"4386" 105 "her, for the sake of shewing her the house and furniture, and met her"
"4387" 105 "with kindness.  Her making a fourth, when they sat down to dinner, was"
"4388" 105 "noticed as an advantage."
"4389" 105 ""
"4390" 105 "Mrs Clay was very pleasant, and very smiling, but her courtesies and"
"4391" 105 "smiles were more a matter of course.  Anne had always felt that she"
"4392" 105 "would pretend what was proper on her arrival, but the complaisance of"
"4393" 105 "the others was unlooked for.  They were evidently in excellent spirits,"
"4394" 105 "and she was soon to listen to the causes.  They had no inclination to"
"4395" 105 "listen to her.  After laying out for some compliments of being deeply"
"4396" 105 "regretted in their old neighbourhood, which Anne could not pay, they"
"4397" 105 "had only a few faint enquiries to make, before the talk must be all"
"4398" 105 "their own.  Uppercross excited no interest, Kellynch very little: it"
"4399" 105 "was all Bath."
"4400" 105 ""
"4401" 105 "They had the pleasure of assuring her that Bath more than answered"
"4402" 105 "their expectations in every respect.  Their house was undoubtedly the"
"4403" 105 "best in Camden Place; their drawing-rooms had many decided advantages"
"4404" 105 "over all the others which they had either seen or heard of, and the"
"4405" 105 "superiority was not less in the style of the fitting-up, or the taste"
"4406" 105 "of the furniture.  Their acquaintance was exceedingly sought after."
"4407" 105 "Everybody was wanting to visit them.  They had drawn back from many"
"4408" 105 "introductions, and still were perpetually having cards left by people"
"4409" 105 "of whom they knew nothing."
"4410" 105 ""
"4411" 105 "Here were funds of enjoyment.  Could Anne wonder that her father and"
"4412" 105 "sister were happy?  She might not wonder, but she must sigh that her"
"4413" 105 "father should feel no degradation in his change, should see nothing to"
"4414" 105 "regret in the duties and dignity of the resident landholder, should"
"4415" 105 "find so much to be vain of in the littlenesses of a town; and she must"
"4416" 105 "sigh, and smile, and wonder too, as Elizabeth threw open the"
"4417" 105 "folding-doors and walked with exultation from one drawing-room to the"
"4418" 105 "other, boasting of their space; at the possibility of that woman, who"
"4419" 105 "had been mistress of Kellynch Hall, finding extent to be proud of"
"4420" 105 "between two walls, perhaps thirty feet asunder."
"4421" 105 ""
"4422" 105 "But this was not all which they had to make them happy.  They had Mr"
"4423" 105 "Elliot too.  Anne had a great deal to hear of Mr Elliot.  He was not"
"4424" 105 "only pardoned, they were delighted with him.  He had been in Bath about"
"4425" 105 "a fortnight; (he had passed through Bath in November, in his way to"
"4426" 105 "London, when the intelligence of Sir Walter's being settled there had"
"4427" 105 "of course reached him, though only twenty-four hours in the place, but"
"4428" 105 "he had not been able to avail himself of it;) but he had now been a"
"4429" 105 "fortnight in Bath, and his first object on arriving, had been to leave"
"4430" 105 "his card in Camden Place, following it up by such assiduous endeavours"
"4431" 105 "to meet, and when they did meet, by such great openness of conduct,"
"4432" 105 "such readiness to apologize for the past, such solicitude to be"
"4433" 105 "received as a relation again, that their former good understanding was"
"4434" 105 "completely re-established."
"4435" 105 ""
"4436" 105 "They had not a fault to find in him.  He had explained away all the"
"4437" 105 "appearance of neglect on his own side.  It had originated in"
"4438" 105 "misapprehension entirely.  He had never had an idea of throwing himself"
"4439" 105 "off; he had feared that he was thrown off, but knew not why, and"
"4440" 105 "delicacy had kept him silent.  Upon the hint of having spoken"
"4441" 105 "disrespectfully or carelessly of the family and the family honours, he"
"4442" 105 "was quite indignant.  He, who had ever boasted of being an Elliot, and"
"4443" 105 "whose feelings, as to connection, were only too strict to suit the"
"4444" 105 "unfeudal tone of the present day.  He was astonished, indeed, but his"
"4445" 105 "character and general conduct must refute it.  He could refer Sir"
"4446" 105 "Walter to all who knew him; and certainly, the pains he had been taking"
"4447" 105 "on this, the first opportunity of reconciliation, to be restored to the"
"4448" 105 "footing of a relation and heir-presumptive, was a strong proof of his"
"4449" 105 "opinions on the subject."
"4450" 105 ""
"4451" 105 "The circumstances of his marriage, too, were found to admit of much"
"4452" 105 "extenuation.  This was an article not to be entered on by himself; but"
"4453" 105 "a very intimate friend of his, a Colonel Wallis, a highly respectable"
"4454" 105 "man, perfectly the gentleman, (and not an ill-looking man, Sir Walter"
"4455" 105 "added), who was living in very good style in Marlborough Buildings, and"
"4456" 105 "had, at his own particular request, been admitted to their acquaintance"
"4457" 105 "through Mr Elliot, had mentioned one or two things relative to the"
"4458" 105 "marriage, which made a material difference in the discredit of it."
"4459" 105 ""
"4460" 105 "Colonel Wallis had known Mr Elliot long, had been well acquainted also"
"4461" 105 "with his wife, had perfectly understood the whole story.  She was"
"4462" 105 "certainly not a woman of family, but well educated, accomplished, rich,"
"4463" 105 "and excessively in love with his friend.  There had been the charm."
"4464" 105 "She had sought him.  Without that attraction, not all her money would"
"4465" 105 "have tempted Elliot, and Sir Walter was, moreover, assured of her"
"4466" 105 "having been a very fine woman.  Here was a great deal to soften the"
"4467" 105 "business.  A very fine woman with a large fortune, in love with him!"
"4468" 105 "Sir Walter seemed to admit it as complete apology; and though Elizabeth"
"4469" 105 "could not see the circumstance in quite so favourable a light, she"
"4470" 105 "allowed it be a great extenuation."
"4471" 105 ""
"4472" 105 "Mr Elliot had called repeatedly, had dined with them once, evidently"
"4473" 105 "delighted by the distinction of being asked, for they gave no dinners"
"4474" 105 "in general; delighted, in short, by every proof of cousinly notice, and"
"4475" 105 "placing his whole happiness in being on intimate terms in Camden Place."
"4476" 105 ""
"4477" 105 "Anne listened, but without quite understanding it.  Allowances, large"
"4478" 105 "allowances, she knew, must be made for the ideas of those who spoke."
"4479" 105 "She heard it all under embellishment.  All that sounded extravagant or"
"4480" 105 "irrational in the progress of the reconciliation might have no origin"
"4481" 105 "but in the language of the relators.  Still, however, she had the"
"4482" 105 "sensation of there being something more than immediately appeared, in"
"4483" 105 "Mr Elliot's wishing, after an interval of so many years, to be well"
"4484" 105 "received by them.  In a worldly view, he had nothing to gain by being"
"4485" 105 "on terms with Sir Walter; nothing to risk by a state of variance.  In"
"4486" 105 "all probability he was already the richer of the two, and the Kellynch"
"4487" 105 "estate would as surely be his hereafter as the title.  A sensible man,"
"4488" 105 "and he had looked like a very sensible man, why should it be an object"
"4489" 105 "to him?  She could only offer one solution; it was, perhaps, for"
"4490" 105 "Elizabeth's sake.  There might really have been a liking formerly,"
"4491" 105 "though convenience and accident had drawn him a different way; and now"
"4492" 105 "that he could afford to please himself, he might mean to pay his"
"4493" 105 "addresses to her.  Elizabeth was certainly very handsome, with"
"4494" 105 "well-bred, elegant manners, and her character might never have been"
"4495" 105 "penetrated by Mr Elliot, knowing her but in public, and when very young"
"4496" 105 "himself.  How her temper and understanding might bear the investigation"
"4497" 105 "of his present keener time of life was another concern and rather a"
"4498" 105 "fearful one.  Most earnestly did she wish that he might not be too"
"4499" 105 "nice, or too observant if Elizabeth were his object; and that Elizabeth"
"4500" 105 "was disposed to believe herself so, and that her friend Mrs Clay was"
"4501" 105 "encouraging the idea, seemed apparent by a glance or two between them,"
"4502" 105 "while Mr Elliot's frequent visits were talked of."
"4503" 105 ""
"4504" 105 "Anne mentioned the glimpses she had had of him at Lyme, but without"
"4505" 105 "being much attended to.  \"Oh! yes, perhaps, it had been Mr Elliot."
"4506" 105 "They did not know.  It might be him, perhaps.\"  They could not listen"
"4507" 105 "to her description of him.  They were describing him themselves; Sir"
"4508" 105 "Walter especially.  He did justice to his very gentlemanlike"
"4509" 105 "appearance, his air of elegance and fashion, his good shaped face, his"
"4510" 105 "sensible eye; but, at the same time, \"must lament his being very much"
"4511" 105 "under-hung, a defect which time seemed to have increased; nor could he"
"4512" 105 "pretend to say that ten years had not altered almost every feature for"
"4513" 105 "the worse.  Mr Elliot appeared to think that he (Sir Walter) was"
"4514" 105 "looking exactly as he had done when they last parted;\" but Sir Walter"
"4515" 105 "had \"not been able to return the compliment entirely, which had"
"4516" 105 "embarrassed him.  He did not mean to complain, however.  Mr Elliot was"
"4517" 105 "better to look at than most men, and he had no objection to being seen"
"4518" 105 "with him anywhere.\""
"4519" 105 ""
"4520" 105 "Mr Elliot, and his friends in Marlborough Buildings, were talked of the"
"4521" 105 "whole evening.  \"Colonel Wallis had been so impatient to be introduced"
"4522" 105 "to them! and Mr Elliot so anxious that he should!\" and there was a Mrs"
"4523" 105 "Wallis, at present known only to them by description, as she was in"
"4524" 105 "daily expectation of her confinement; but Mr Elliot spoke of her as \"a"
"4525" 105 "most charming woman, quite worthy of being known in Camden Place,\" and"
"4526" 105 "as soon as she recovered they were to be acquainted.  Sir Walter"
"4527" 105 "thought much of Mrs Wallis; she was said to be an excessively pretty"
"4528" 105 "woman, beautiful.  \"He longed to see her.  He hoped she might make some"
"4529" 105 "amends for the many very plain faces he was continually passing in the"
"4530" 105 "streets.  The worst of Bath was the number of its plain women.  He did"
"4531" 105 "not mean to say that there were no pretty women, but the number of the"
"4532" 105 "plain was out of all proportion.  He had frequently observed, as he"
"4533" 105 "walked, that one handsome face would be followed by thirty, or"
"4534" 105 "five-and-thirty frights; and once, as he had stood in a shop on Bond"
"4535" 105 "Street, he had counted eighty-seven women go by, one after another,"
"4536" 105 "without there being a tolerable face among them.  It had been a frosty"
"4537" 105 "morning, to be sure, a sharp frost, which hardly one woman in a"
"4538" 105 "thousand could stand the test of.  But still, there certainly were a"
"4539" 105 "dreadful multitude of ugly women in Bath; and as for the men!  they"
"4540" 105 "were infinitely worse.  Such scarecrows as the streets were full of!"
"4541" 105 "It was evident how little the women were used to the sight of anything"
"4542" 105 "tolerable, by the effect which a man of decent appearance produced.  He"
"4543" 105 "had never walked anywhere arm-in-arm with Colonel Wallis (who was a"
"4544" 105 "fine military figure, though sandy-haired) without observing that every"
"4545" 105 "woman's eye was upon him; every woman's eye was sure to be upon Colonel"
"4546" 105 "Wallis.\"  Modest Sir Walter!  He was not allowed to escape, however."
"4547" 105 "His daughter and Mrs Clay united in hinting that Colonel Wallis's"
"4548" 105 "companion might have as good a figure as Colonel Wallis, and certainly"
"4549" 105 "was not sandy-haired."
"4550" 105 ""
"4551" 105 "\"How is Mary looking?\" said Sir Walter, in the height of his good"
"4552" 105 "humour.  \"The last time I saw her she had a red nose, but I hope that"
"4553" 105 "may not happen every day.\""
"4554" 105 ""
"4555" 105 "\"Oh! no, that must have been quite accidental.  In general she has been"
"4556" 105 "in very good health and very good looks since Michaelmas.\""
"4557" 105 ""
"4558" 105 "\"If I thought it would not tempt her to go out in sharp winds, and grow"
"4559" 105 "coarse, I would send her a new hat and pelisse.\""
"4560" 105 ""
"4561" 105 "Anne was considering whether she should venture to suggest that a gown,"
"4562" 105 "or a cap, would not be liable to any such misuse, when a knock at the"
"4563" 105 "door suspended everything.  \"A knock at the door! and so late!  It was"
"4564" 105 "ten o'clock.  Could it be Mr Elliot?  They knew he was to dine in"
"4565" 105 "Lansdown Crescent.  It was possible that he might stop in his way home"
"4566" 105 "to ask them how they did.  They could think of no one else.  Mrs Clay"
"4567" 105 "decidedly thought it Mr Elliot's knock.\"  Mrs Clay was right.  With all"
"4568" 105 "the state which a butler and foot-boy could give, Mr Elliot was ushered"
"4569" 105 "into the room."
"4570" 105 ""
"4571" 105 "It was the same, the very same man, with no difference but of dress."
"4572" 105 "Anne drew a little back, while the others received his compliments, and"
"4573" 105 "her sister his apologies for calling at so unusual an hour, but \"he"
"4574" 105 "could not be so near without wishing to know that neither she nor her"
"4575" 105 "friend had taken cold the day before,\" &c. &c; which was all as"
"4576" 105 "politely done, and as politely taken, as possible, but her part must"
"4577" 105 "follow then.  Sir Walter talked of his youngest daughter; \"Mr Elliot"
"4578" 105 "must give him leave to present him to his youngest daughter\" (there was"
"4579" 105 "no occasion for remembering Mary); and Anne, smiling and blushing, very"
"4580" 105 "becomingly shewed to Mr Elliot the pretty features which he had by no"
"4581" 105 "means forgotten, and instantly saw, with amusement at his little start"
"4582" 105 "of surprise, that he had not been at all aware of who she was.  He"
"4583" 105 "looked completely astonished, but not more astonished than pleased; his"
"4584" 105 "eyes brightened! and with the most perfect alacrity he welcomed the"
"4585" 105 "relationship, alluded to the past, and entreated to be received as an"
"4586" 105 "acquaintance already.  He was quite as good-looking as he had appeared"
"4587" 105 "at Lyme, his countenance improved by speaking, and his manners were so"
"4588" 105 "exactly what they ought to be, so polished, so easy, so particularly"
"4589" 105 "agreeable, that she could compare them in excellence to only one"
"4590" 105 "person's manners.  They were not the same, but they were, perhaps,"
"4591" 105 "equally good."
"4592" 105 ""
"4593" 105 "He sat down with them, and improved their conversation very much."
"4594" 105 "There could be no doubt of his being a sensible man.  Ten minutes were"
"4595" 105 "enough to certify that.  His tone, his expressions, his choice of"
"4596" 105 "subject, his knowing where to stop; it was all the operation of a"
"4597" 105 "sensible, discerning mind.  As soon as he could, he began to talk to"
"4598" 105 "her of Lyme, wanting to compare opinions respecting the place, but"
"4599" 105 "especially wanting to speak of the circumstance of their happening to"
"4600" 105 "be guests in the same inn at the same time; to give his own route,"
"4601" 105 "understand something of hers, and regret that he should have lost such"
"4602" 105 "an opportunity of paying his respects to her.  She gave him a short"
"4603" 105 "account of her party and business at Lyme.  His regret increased as he"
"4604" 105 "listened.  He had spent his whole solitary evening in the room"
"4605" 105 "adjoining theirs; had heard voices, mirth continually; thought they"
"4606" 105 "must be a most delightful set of people, longed to be with them, but"
"4607" 105 "certainly without the smallest suspicion of his possessing the shadow"
"4608" 105 "of a right to introduce himself.  If he had but asked who the party"
"4609" 105 "were!  The name of Musgrove would have told him enough.  \"Well, it"
"4610" 105 "would serve to cure him of an absurd practice of never asking a"
"4611" 105 "question at an inn, which he had adopted, when quite a young man, on"
"4612" 105 "the principal of its being very ungenteel to be curious."
"4613" 105 ""
"4614" 105 "\"The notions of a young man of one or two and twenty,\" said he, \"as to"
"4615" 105 "what is necessary in manners to make him quite the thing, are more"
"4616" 105 "absurd, I believe, than those of any other set of beings in the world."
"4617" 105 "The folly of the means they often employ is only to be equalled by the"
"4618" 105 "folly of what they have in view.\""
"4619" 105 ""
"4620" 105 "But he must not be addressing his reflections to Anne alone: he knew"
"4621" 105 "it; he was soon diffused again among the others, and it was only at"
"4622" 105 "intervals that he could return to Lyme."
"4623" 105 ""
"4624" 105 "His enquiries, however, produced at length an account of the scene she"
"4625" 105 "had been engaged in there, soon after his leaving the place.  Having"
"4626" 105 "alluded to \"an accident,\"  he must hear the whole.  When he questioned,"
"4627" 105 "Sir Walter and Elizabeth began to question also, but the difference in"
"4628" 105 "their manner of doing it could not be unfelt.  She could only compare"
"4629" 105 "Mr Elliot to Lady Russell, in the wish of really comprehending what had"
"4630" 105 "passed, and in the degree of concern for what she must have suffered in"
"4631" 105 "witnessing it."
"4632" 105 ""
"4633" 105 "He staid an hour with them.  The elegant little clock on the mantel-piece"
"4634" 105 "had struck \"eleven with its silver sounds,\" and the watchman was"
"4635" 105 "beginning to be heard at a distance telling the same tale, before Mr"
"4636" 105 "Elliot or any of them seemed to feel that he had been there long."
"4637" 105 ""
"4638" 105 "Anne could not have supposed it possible that her first evening in"
"4639" 105 "Camden Place could have passed so well!"
"4640" 105 ""
"4641" 105 ""
"4642" 105 ""
"4643" 105 "<Chapter 16>"
"4644" 105 ""
"4645" 105 ""
"4646" 105 "There was one point which Anne, on returning to her family, would have"
"4647" 105 "been more thankful to ascertain even than Mr Elliot's being in love"
"4648" 105 "with Elizabeth, which was, her father's not being in love with Mrs"
"4649" 105 "Clay; and she was very far from easy about it, when she had been at"
"4650" 105 "home a few hours.  On going down to breakfast the next morning, she"
"4651" 105 "found there had just been a decent pretence on the lady's side of"
"4652" 105 "meaning to leave them.  She could imagine Mrs Clay to have said, that"
"4653" 105 "\"now Miss Anne was come, she could not suppose herself at all wanted;\""
"4654" 105 "for Elizabeth was replying in a sort of whisper, \"That must not be any"
"4655" 105 "reason, indeed.  I assure you I feel it none.  She is nothing to me,"
"4656" 105 "compared with you;\"  and she was in full time to hear her father say,"
"4657" 105 "\"My dear madam, this must not be.  As yet, you have seen nothing of"
"4658" 105 "Bath.  You have been here only to be useful.  You must not run away"
"4659" 105 "from us now.  You must stay to be acquainted with Mrs Wallis, the"
"4660" 105 "beautiful Mrs Wallis.  To your fine mind, I well know the sight of"
"4661" 105 "beauty is a real gratification.\""
"4662" 105 ""
"4663" 105 "He spoke and looked so much in earnest, that Anne was not surprised to"
"4664" 105 "see Mrs Clay stealing a glance at Elizabeth and herself.  Her"
"4665" 105 "countenance, perhaps, might express some watchfulness; but the praise"
"4666" 105 "of the fine mind did not appear to excite a thought in her sister.  The"
"4667" 105 "lady could not but yield to such joint entreaties, and promise to stay."
"4668" 105 ""
"4669" 105 "In the course of the same morning, Anne and her father chancing to be"
"4670" 105 "alone together, he began to compliment her on her improved looks; he"
"4671" 105 "thought her \"less thin in her person, in her cheeks; her skin, her"
"4672" 105 "complexion, greatly improved; clearer, fresher.  Had she been using any"
"4673" 105 "thing in particular?\"  \"No, nothing.\"  \"Merely Gowland,\" he supposed."
"4674" 105 "\"No, nothing at all.\"  \"Ha! he was surprised at that;\" and added,"
"4675" 105 "\"certainly you cannot do better than to continue as you are; you cannot"
"4676" 105 "be better than well; or I should recommend Gowland, the constant use of"
"4677" 105 "Gowland, during the spring months.  Mrs Clay has been using it at my"
"4678" 105 "recommendation, and you see what it has done for her.  You see how it"
"4679" 105 "has carried away her freckles.\""
"4680" 105 ""
"4681" 105 "If Elizabeth could but have heard this!  Such personal praise might"
"4682" 105 "have struck her, especially as it did not appear to Anne that the"
"4683" 105 "freckles were at all lessened.  But everything must take its chance."
"4684" 105 "The evil of a marriage would be much diminished, if Elizabeth were also"
"4685" 105 "to marry.  As for herself, she might always command a home with Lady"
"4686" 105 "Russell."
"4687" 105 ""
"4688" 105 "Lady Russell's composed mind and polite manners were put to some trial"
"4689" 105 "on this point, in her intercourse in Camden Place.  The sight of Mrs"
"4690" 105 "Clay in such favour, and of Anne so overlooked, was a perpetual"
"4691" 105 "provocation to her there; and vexed her as much when she was away, as a"
"4692" 105 "person in Bath who drinks the water, gets all the new publications, and"
"4693" 105 "has a very large acquaintance, has time to be vexed."
"4694" 105 ""
"4695" 105 "As Mr Elliot became known to her, she grew more charitable, or more"
"4696" 105 "indifferent, towards the others.  His manners were an immediate"
"4697" 105 "recommendation; and on conversing with him she found the solid so fully"
"4698" 105 "supporting the superficial, that she was at first, as she told Anne,"
"4699" 105 "almost ready to exclaim, \"Can this be Mr Elliot?\" and could not"
"4700" 105 "seriously picture to herself a more agreeable or estimable man."
"4701" 105 "Everything united in him; good understanding, correct opinions,"
"4702" 105 "knowledge of the world, and a warm heart.  He had strong feelings of"
"4703" 105 "family attachment and family honour, without pride or weakness; he"
"4704" 105 "lived with the liberality of a man of fortune, without display; he"
"4705" 105 "judged for himself in everything essential, without defying public"
"4706" 105 "opinion in any point of worldly decorum.  He was steady, observant,"
"4707" 105 "moderate, candid; never run away with by spirits or by selfishness,"
"4708" 105 "which fancied itself strong feeling; and yet, with a sensibility to"
"4709" 105 "what was amiable and lovely, and a value for all the felicities of"
"4710" 105 "domestic life, which characters of fancied enthusiasm and violent"
"4711" 105 "agitation seldom really possess.  She was sure that he had not been"
"4712" 105 "happy in marriage.  Colonel Wallis said it, and Lady Russell saw it;"
"4713" 105 "but it had been no unhappiness to sour his mind, nor (she began pretty"
"4714" 105 "soon to suspect) to prevent his thinking of a second choice.  Her"
"4715" 105 "satisfaction in Mr Elliot outweighed all the plague of Mrs Clay."
"4716" 105 ""
"4717" 105 "It was now some years since Anne had begun to learn that she and her"
"4718" 105 "excellent friend could sometimes think differently; and it did not"
"4719" 105 "surprise her, therefore, that Lady Russell should see nothing"
"4720" 105 "suspicious or inconsistent, nothing to require more motives than"
